level1_MBR_1,0, 1923, 73, 99929
level1_MBR_2,1000, 2999, 58, 99957
level1_MBR_3,2000, 2999, 2970, 96921
level1_MBR_4,2023, 3999, 142, 99733
level1_MBR_5,3035, 5984, 48, 99971
level1_MBR_6,5003, 6981, 63, 99901
level1_MBR_7,6000, 7984, 31, 99743
level1_MBR_8,7002, 8996, 334, 99977
level1_MBR_9,8000, 9989, 18, 99995
level1_MBR_10,9001, 10986, 124, 99957
level1_MBR_11,10000, 11998, 61, 99970
level1_MBR_12,11001, 12996, 82, 99997
level1_MBR_13,12000, 13994, 173, 99828
level1_MBR_14,13000, 14998, 107, 99860
level1_MBR_15,14001, 15984, 166, 99935
level1_MBR_16,15000, 16996, 14, 99927
level1_MBR_17,16000, 17999, 48, 99996
level1_MBR_18,17000, 18995, 40, 99862
level1_MBR_19,18000, 19995, 112, 99792
level1_MBR_20,19001, 20954, 3, 99974
level1_MBR_21,20000, 21992, 105, 99976
level1_MBR_22,21000, 22979, 116, 99859
level1_MBR_23,22001, 23987, 286, 99932
level1_MBR_24,23000, 24845, 65, 99490
level1_MBR_25,24000, 24999, 926, 97338
level1_MBR_26,24112, 25999, 7, 99811
level1_MBR_27,25021, 26999, 38, 99963
level1_MBR_28,26016, 27999, 4, 99975
level1_MBR_29,27027, 28995, 56, 99922
level1_MBR_30,28029, 29999, 21, 99993
level1_MBR_31,29020, 30996, 173, 99760
level1_MBR_32,30004, 31998, 41, 99963
level1_MBR_33,31011, 32999, 56, 99860
level1_MBR_34,32008, 33998, 13, 99980
level1_MBR_35,33009, 34999, 118, 99958
level1_MBR_36,34030, 35997, 195, 99977
level1_MBR_37,35012, 36999, 38, 99849
level1_MBR_38,36024, 37999, 30, 99926
level1_MBR_39,38000, 38999, 4, 98923
level1_MBR_40,38250, 39999, 148, 99978
level1_MBR_41,39009, 40999, 28, 99949
level1_MBR_42,40005, 41998, 182, 99980
level1_MBR_43,41857, 43467, 2, 99995
level1_MBR_44,43001, 43997, 69, 99015
level1_MBR_45,43010, 44999, 53, 99926
level1_MBR_46,44044, 46990, 31, 99990
level1_MBR_47,46000, 47999, 128, 99997
level1_MBR_48,47000, 48989, 82, 99888
level1_MBR_49,48000, 49904, 41, 99815
level1_MBR_50,49002, 50853, 142, 99997
level1_MBR_51,50001, 50999, 549, 97966
level1_MBR_52,50046, 51999, 124, 100000
level1_MBR_53,51057, 53713, 214, 99927
level1_MBR_54,53001, 53999, 1091, 95226
level1_MBR_55,53031, 54997, 114, 99939
level1_MBR_56,54033, 55996, 10, 99997
level1_MBR_57,55008, 56995, 139, 99876
level1_MBR_58,56012, 57999, 225, 99940
level1_MBR_59,57023, 58997, 148, 99808
level1_MBR_60,58049, 59998, 188, 99933
level1_MBR_61,59065, 60997, 226, 99492
level1_MBR_62,60000, 61998, 31, 99875
level1_MBR_63,61032, 62999, 205, 99599
level1_MBR_64,62001, 63999, 28, 99888
level1_MBR_65,63007, 64999, 9, 99802
level1_MBR_66,64032, 65999, 472, 99962
level1_MBR_67,65028, 66998, 29, 99881
level1_MBR_68,66003, 67997, 498, 99915
level1_MBR_69,67000, 68998, 421, 99964
level1_MBR_70,68005, 69999, 80, 99976
level1_MBR_71,69007, 70999, 228, 99925
level1_MBR_72,70000, 71997, 148, 99934
level1_MBR_73,71032, 72998, 0, 99962
level1_MBR_74,72035, 73998, 168, 99877
level1_MBR_75,73097, 74999, 28, 99896
level1_MBR_76,74009, 76673, 25, 99882
level1_MBR_77,76000, 76999, 430, 99589
level1_MBR_78,76684, 78979, 27, 99975
level1_MBR_79,78000, 79972, 194, 99980
level1_MBR_80,79000, 80979, 22, 99801
level1_MBR_81,80000, 80999, 1435, 99465
level1_MBR_82,80001, 82900, 193, 99965
level1_MBR_83,82000, 83904, 118, 99854
level1_MBR_84,83000, 84994, 53, 99936
level1_MBR_85,84001, 85999, 27, 99993
level1_MBR_86,85000, 86999, 132, 99901
level1_MBR_87,86000, 87984, 12, 99775
level1_MBR_88,87002, 88992, 8, 99690
level1_MBR_89,88000, 88999, 5795, 95830
level1_MBR_90,88100, 89999, 82, 99672
level1_MBR_91,89007, 90999, 73, 99910
level1_MBR_92,90013, 92988, 17, 99927
level1_MBR_93,92000, 92999, 3024, 97061
level1_MBR_94,92003, 93996, 29, 99897
level1_MBR_95,93007, 94999, 306, 99814
level1_MBR_96,94003, 95999, 63, 99822
level1_MBR_97,95015, 96997, 45, 99979
level1_MBR_98,96000, 97998, 121, 99955
level1_MBR_99,97007, 98996, 214, 99937
level1_MBR_100,98010, 100000, 15, 99910
